VMV_CODE,VARIABLE_CODE,VARIABLE,VARIABLE_FR,VARIABLE_TYPE,VARIABLE_TYPE_FR,UNIT_UNITÉ,UNIT_NAME,UNITÉ_NOM,METHOD_CODE,METHOD_TITLE,MÉTHODE_TITRE
"109111","581","MAGNESIUM DISSOLVED","MAGNÉSIUM DISSOUS","MAJOR IONS","IONS MAJEURS","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","3628","FILTERED CATIONS ARE DETERMINED BY DIRECT ANALYSIS INDUCTIVELY COUPLED PLASMA-OPTICAL EMISSION SPECTROMETER (ICP-OES).","LES CATIONS FILTRÉS SONT DÉTERMINÉS PAR ANALYSE DIRECTE AVEC UN SPECTROSCOPE D'ÉMISSION AVEC PLASMA INDUIT (ICP-OES)."
"109112","600","SODIUM DISSOLVED/FILTERED","SODIUM DISSOUS/FILTRÉ","MAJOR IONS","IONS MAJEURS","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","3628","FILTERED CATIONS ARE DETERMINED BY DIRECT ANALYSIS INDUCTIVELY COUPLED PLASMA-OPTICAL EMISSION SPECTROMETER (ICP-OES).","LES CATIONS FILTRÉS SONT DÉTERMINÉS PAR ANALYSE DIRECTE AVEC UN SPECTROSCOPE D'ÉMISSION AVEC PLASMA INDUIT (ICP-OES)."
"109985","3632","AZOXYSTROBIN","AZOXYSTROBINE","FUNGICIDES","FONGICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3658","EXTRACTION OF FUNGICIDES IN WATER BY SOLID PHASE EXTRACTION AND ANALYSIS BY LC-MS/MS.",""
"109986","3646","TRIFLOXYSTROBIN","TRIFLOXYSTROBINE","FUNGICIDES","FONGICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3658","EXTRACTION OF FUNGICIDES IN WATER BY SOLID PHASE EXTRACTION AND ANALYSIS BY LC-MS/MS.",""
"109987","3647","PYRACLOSTROBIN","PYRACLOSTROBINE","FUNGICIDES","FONGICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3658","EXTRACTION OF FUNGICIDES IN WATER BY SOLID PHASE EXTRACTION AND ANALYSIS BY LC-MS/MS.",""
"109988","3648","BOSCALID","BOSCALIDE","FUNGICIDES","FONGICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3658","EXTRACTION OF FUNGICIDES IN WATER BY SOLID PHASE EXTRACTION AND ANALYSIS BY LC-MS/MS.",""
"109989","10226","MYCLOBUTANIL","MYCLOBUTANIL","FUNGICIDES","FONGICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3658","EXTRACTION OF FUNGICIDES IN WATER BY SOLID PHASE EXTRACTION AND ANALYSIS BY LC-MS/MS.",""
"109990","3649","METCONAZOLE","METCONAZOLE","FUNGICIDES","FONGICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3658","EXTRACTION OF FUNGICIDES IN WATER BY SOLID PHASE EXTRACTION AND ANALYSIS BY LC-MS/MS.",""
"109991","3650","CYPROCONAZOLE I (2S, 3S - 2R, 3R)","CYPROCONAZOLE I (2S, 3S - 2R, 3R)","FUNGICIDES","FONGICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3658","EXTRACTION OF FUNGICIDES IN WATER BY SOLID PHASE EXTRACTION AND ANALYSIS BY LC-MS/MS.",""
"109992","3651","CYPROCONAZOLE II (2S, 3R - 2R,3S)","CYPROCONAZOLE II (2S, 3R - 2R,3S)","FUNGICIDES","FONGICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3658","EXTRACTION OF FUNGICIDES IN WATER BY SOLID PHASE EXTRACTION AND ANALYSIS BY LC-MS/MS.",""
"109993","2581","PROPICONAZOLE","PROPICONAZOLE","FUNGICIDES","FONGICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3658","EXTRACTION OF FUNGICIDES IN WATER BY SOLID PHASE EXTRACTION AND ANALYSIS BY LC-MS/MS.",""
"109994","3652","TETRACONAZOLE","TÉTRACONAZOLE","FUNGICIDES","FONGICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3658","EXTRACTION OF FUNGICIDES IN WATER BY SOLID PHASE EXTRACTION AND ANALYSIS BY LC-MS/MS.",""
"109995","3654","TEBUCONAZOLE-D6","TÉBUCONAZOLE-D6","FUNGICIDES","FONGICIDES","%","PERCENT","POURCENTAGE","3658","EXTRACTION OF FUNGICIDES IN WATER BY SOLID PHASE EXTRACTION AND ANALYSIS BY LC-MS/MS.",""
"109996","3653","TEBUCONAZOLE","TÉBUCONAZOLE","FUNGICIDES","FONGICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3658","EXTRACTION OF FUNGICIDES IN WATER BY SOLID PHASE EXTRACTION AND ANALYSIS BY LC-MS/MS.",""
"12106","581","MAGNESIUM DISSOLVED","MAGNÉSIUM DISSOUS","MAJOR IONS","IONS MAJEURS","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","459","MAJOR IONS BY ATOMIC ABSORPTION BY DIRECT ASPIRATION","IONS MAJEURS PAR ABSORPTION ATOMIQUE PAR ASPIRATION DIRECTE"
"1390","1033","3,4-DICHLOROANILINE","3,4-DICHLOROANILINE","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3431","ANALYSIS OF SULFONYL UREAS AND RELATED HERBICIDES BY SPE AND LC-MS/MS DETECTION","ANALYSE DES SULFONYLURÉES ET DES HERBICIDES CONNEXES PAR SPE ET DÉTECTION LC-MS/MS"
"1391","4302","ETHAMETSULFURON-METHYL","ÉTHAMETSULFURON-MÉTHYL","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3431","ANALYSIS OF SULFONYL UREAS AND RELATED HERBICIDES BY SPE AND LC-MS/MS DETECTION","ANALYSE DES SULFONYLURÉES ET DES HERBICIDES CONNEXES PAR SPE ET DÉTECTION LC-MS/MS"
"15413","730","PHOSPHORUS TOTAL","PHOSPHORE TOTAL","PHOSPHORUS","PHOSPHORE","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","566","PHOSPHORUS BY COLOURIMETRY ON AUTOANALYSER - AMMONIUM MOLYBDATE AND SNCL2 REACTIVES","PHOSPHORE PAR COLORIMÉTRIE SUR AUTOANALYSEUR - RÉACTIFS MOLYBDATE D'AMMONIUM ET SNCL2"
"1720","1022","DIBROM OR NALED","DIBROME OU NALED","INSECTICIDES","INSECTICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3357","ORGANOPHOSPHATE PESTICIDES ARE ANALYZED IN WATER WITH LIQUID-LIQUID EXTRACTION BY GAS CHROMATOGRAPHY COUPLED WITH MASS SPECTROMETER (GC-MS).","LES PESTICIDES ORGANOPHOSPHATÉS SONT ANALYSÉS DANS L'EAU AVEC UNE EXTRACTION LIQUIDE-LIQUIDE PAR CHROMATOGRAPHIE EN PHASE GAZEUSE COUPLÉE À UN SPECTROMÈTRE DE MASSE (CG-SM."
"1721","135","PICLORAM","PICLORAME","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","247","ACID HERBICIDES EXTRACTED USING STRATA-X SPE CARTRIDGES.","HERBICIDES ACIDES EXTRAITS À L'AIDE DE CARTOUCHES STRATA-X SPE."
"1722","2722","CLOPYRALID","CLOPYRALIDE","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","247","ACID HERBICIDES EXTRACTED USING STRATA-X SPE CARTRIDGES.","HERBICIDES ACIDES EXTRAITS À L'AIDE DE CARTOUCHES STRATA-X SPE."
"1723","3079","IMAZETHAPYR","IMAZÉTHAPYR","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","247","ACID HERBICIDES EXTRACTED USING STRATA-X SPE CARTRIDGES.","HERBICIDES ACIDES EXTRAITS À L'AIDE DE CARTOUCHES STRATA-X SPE."
"1724","3036","IMAZAMETHABENZ-METHYL","IMAZAMÉTHABENZ-MÉTHYLE","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","247","ACID HERBICIDES EXTRACTED USING STRATA-X SPE CARTRIDGES.","HERBICIDES ACIDES EXTRAITS À L'AIDE DE CARTOUCHES STRATA-X SPE."
"1725","9100","2,4-DICHLOROPHENOXYACETIC ACID (2,4-D)","ACIDE 2,4-DICHLOROPHÉNOXY ACÉTIQUE (2,4-D)","PESTICIDES","PESTICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","247","ACID HERBICIDES EXTRACTED USING STRATA-X SPE CARTRIDGES.","HERBICIDES ACIDES EXTRAITS À L'AIDE DE CARTOUCHES STRATA-X SPE."
"1726","2723","METHYLCHLOROPHENOXYPROPIONIC ACID (MCPP)","ACIDE MÉTHYLCHLOROPHÉNOXYPROPIONIQUE (MCPP)","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","247","ACID HERBICIDES EXTRACTED USING STRATA-X SPE CARTRIDGES.","HERBICIDES ACIDES EXTRAITS À L'AIDE DE CARTOUCHES STRATA-X SPE."
"1727","322","MCPA","MCPA","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","247","ACID HERBICIDES EXTRACTED USING STRATA-X SPE CARTRIDGES.","HERBICIDES ACIDES EXTRAITS À L'AIDE DE CARTOUCHES STRATA-X SPE."
"1728","324","MCPB","MCPB","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","247","ACID HERBICIDES EXTRACTED USING STRATA-X SPE CARTRIDGES.","HERBICIDES ACIDES EXTRAITS À L'AIDE DE CARTOUCHES STRATA-X SPE."
"1729","128","BROMOXYNIL","BROMOXYNIL","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","247","ACID HERBICIDES EXTRACTED USING STRATA-X SPE CARTRIDGES.","HERBICIDES ACIDES EXTRAITS À L'AIDE DE CARTOUCHES STRATA-X SPE."
"1730","1227","DICHLORPROP (2,4-DP)","DICHLORPROP (2,4-DP)","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","247","ACID HERBICIDES EXTRACTED USING STRATA-X SPE CARTRIDGES.","HERBICIDES ACIDES EXTRAITS À L'AIDE DE CARTOUCHES STRATA-X SPE."
"1731","318","2,4,5-TRICHLOROPHENOXYACITIC ACID (2,4,5-T)","2,4,5-ACIDE TRICHLOROPHÉNOXYACÉTIQUE (2,4,5-T)","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","247","ACID HERBICIDES EXTRACTED USING STRATA-X SPE CARTRIDGES.","HERBICIDES ACIDES EXTRAITS À L'AIDE DE CARTOUCHES STRATA-X SPE."
"1732","317","FENOPROP OR SILVEX OR 2,4,5-TP","FÉNOPROP OU SILVEX OU 2,4,5-TP","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","247","ACID HERBICIDES EXTRACTED USING STRATA-X SPE CARTRIDGES.","HERBICIDES ACIDES EXTRAITS À L'AIDE DE CARTOUCHES STRATA-X SPE."
"1733","3133","TRICLOPYR","TRICLOPYR","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","247","ACID HERBICIDES EXTRACTED USING STRATA-X SPE CARTRIDGES.","HERBICIDES ACIDES EXTRAITS À L'AIDE DE CARTOUCHES STRATA-X SPE."
"1734","134","DICAMBA","DICAMBA","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","247","ACID HERBICIDES EXTRACTED USING STRATA-X SPE CARTRIDGES.","HERBICIDES ACIDES EXTRAITS À L'AIDE DE CARTOUCHES STRATA-X SPE."
"1953","1649","DICHLOROPROP-13C6","DICHLOROPROP-13C6","SURROGATE","SURROGATE","%","PERCENT","POURCENTAGE","287","ANALYSIS OF ACIDIC HERBICIDES BY SPE AND LC-MS/MS.","ANALYSE D'HERBICIDES ACIDES PAR SPE ET LC-MS/MS."
"20108","404","CALCIUM DISSOLVED","CALCIUM DISSOUS","MAJOR IONS","IONS MAJEURS","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","1070","MAJOR IONS BY ATOMIC ABSORPTION SPECTROSCOPY","IONS MAJEURS PAR SPECTROSCOPIE D'ABSORPTION ATOMIQUE"
"2285","1316","METHAMIDOPHOS","METHAMIDOPHOS","INSECTICIDES","INSECTICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2429","DETERMINATION OF THE CONCENTRATIONS OF SELECTED ORGANOCHLORINE, ORGANOPHOSPHOROUS, ORGANONITROGEN AND TRIAZINE PESTICIDES IN AQUEOUS SAMPLES ANALYZED BY HRGC/HRMS",""
"2286","4117","TECNAZENE","TECNAZÈNE","FUNGICIDES","FONGICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2429","DETERMINATION OF THE CONCENTRATIONS OF SELECTED ORGANOCHLORINE, ORGANOPHOSPHOROUS, ORGANONITROGEN AND TRIAZINE PESTICIDES IN AQUEOUS SAMPLES ANALYZED BY HRGC/HRMS",""
"2287","172","PHORATE","PHORATE","INSECTICIDES","INSECTICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2429","DETERMINATION OF THE CONCENTRATIONS OF SELECTED ORGANOCHLORINE, ORGANOPHOSPHOROUS, ORGANONITROGEN AND TRIAZINE PESTICIDES IN AQUEOUS SAMPLES ANALYZED BY HRGC/HRMS",""
"2288","91","HEXACHLOROBENZENE","HEXACHLOROBENZÈNE","ORGANOCHLORINE","ORGANOCHLORÉS","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2429","DETERMINATION OF THE CONCENTRATIONS OF SELECTED ORGANOCHLORINE, ORGANOPHOSPHOROUS, ORGANONITROGEN AND TRIAZINE PESTICIDES IN AQUEOUS SAMPLES ANALYZED BY HRGC/HRMS",""
"2289","181","ALPHA-BENZENEHEXACHLORIDE","ALPHA-HEXACHLORURE DE BENZÈNE","HALOGENATED MONOAROMATIC","HALOGÉNÉS MONOAROMATIQUES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2429","DETERMINATION OF THE CONCENTRATIONS OF SELECTED ORGANOCHLORINE, ORGANOPHOSPHOROUS, ORGANONITROGEN AND TRIAZINE PESTICIDES IN AQUEOUS SAMPLES ANALYZED BY HRGC/HRMS",""
"2290","240","ATRAZINE DE-ETHYLATED","DÉ-ÉTHYL ATRAZINE","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2429","DETERMINATION OF THE CONCENTRATIONS OF SELECTED ORGANOCHLORINE, ORGANOPHOSPHOROUS, ORGANONITROGEN AND TRIAZINE PESTICIDES IN AQUEOUS SAMPLES ANALYZED BY HRGC/HRMS",""
"2291","1023","TERBUFOS","TERBUFOS","INSECTICIDES","INSECTICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2429","DETERMINATION OF THE CONCENTRATIONS OF SELECTED ORGANOCHLORINE, ORGANOPHOSPHOROUS, ORGANONITROGEN AND TRIAZINE PESTICIDES IN AQUEOUS SAMPLES ANALYZED BY HRGC/HRMS",""
"2292","3080","PENTACHLORONITROBENZENE (QUINTOZENE)","PENTACHLORONITROBENZÈNE (QUINTOZÈNE)","FUNGICIDES","FONGICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2429","DETERMINATION OF THE CONCENTRATIONS OF SELECTED ORGANOCHLORINE, ORGANOPHOSPHOROUS, ORGANONITROGEN AND TRIAZINE PESTICIDES IN AQUEOUS SAMPLES ANALYZED BY HRGC/HRMS",""
"2293","4109","DIAZINON-OXON","DIAZINON-OXON","INSECTICIDES","INSECTICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2429","DETERMINATION OF THE CONCENTRATIONS OF SELECTED ORGANOCHLORINE, ORGANOPHOSPHOROUS, ORGANONITROGEN AND TRIAZINE PESTICIDES IN AQUEOUS SAMPLES ANALYZED BY HRGC/HRMS",""
"2294","189","DIAZINON","DIAZINON","INSECTICIDES","INSECTICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2429","DETERMINATION OF THE CONCENTRATIONS OF SELECTED ORGANOCHLORINE, ORGANOPHOSPHOROUS, ORGANONITROGEN AND TRIAZINE PESTICIDES IN AQUEOUS SAMPLES ANALYZED BY HRGC/HRMS",""
"2295","100","SIMAZINE","SIMAZINE","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2429","DETERMINATION OF THE CONCENTRATIONS OF SELECTED ORGANOCHLORINE, ORGANOPHOSPHOROUS, ORGANONITROGEN AND TRIAZINE PESTICIDES IN AQUEOUS SAMPLES ANALYZED BY HRGC/HRMS",""
"2296","133","ATRAZINE","ATRAZINE","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2429","DETERMINATION OF THE CONCENTRATIONS OF SELECTED ORGANOCHLORINE, ORGANOPHOSPHOROUS, ORGANONITROGEN AND TRIAZINE PESTICIDES IN AQUEOUS SAMPLES ANALYZED BY HRGC/HRMS",""
"2297","227","GAMMA-BENZENEHEXACHLORIDE (LINDANE)","GAMMA-HEXACHLORURE DE BENZÈNE (LINDANE)","ORGANOCHLORINE","ORGANOCHLORÉS","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2429","DETERMINATION OF THE CONCENTRATIONS OF SELECTED ORGANOCHLORINE, ORGANOPHOSPHOROUS, ORGANONITROGEN AND TRIAZINE PESTICIDES IN AQUEOUS SAMPLES ANALYZED BY HRGC/HRMS",""
"2298","174","DISULFOTON","DISULFOTON","INSECTICIDES","INSECTICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2429","DETERMINATION OF THE CONCENTRATIONS OF SELECTED ORGANOCHLORINE, ORGANOPHOSPHOROUS, ORGANONITROGEN AND TRIAZINE PESTICIDES IN AQUEOUS SAMPLES ANALYZED BY HRGC/HRMS",""
"2299","326","FONOFOS","FONOFOS","INSECTICIDES","INSECTICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2429","DETERMINATION OF THE CONCENTRATIONS OF SELECTED ORGANOCHLORINE, ORGANOPHOSPHOROUS, ORGANONITROGEN AND TRIAZINE PESTICIDES IN AQUEOUS SAMPLES ANALYZED BY HRGC/HRMS",""
"2300","234","DIMETHOATE OR PHOSPHAMIDE","DIMÉTHOATE OU PHOSPHAMIDE","INSECTICIDES","INSECTICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2429","DETERMINATION OF THE CONCENTRATIONS OF SELECTED ORGANOCHLORINE, ORGANOPHOSPHOROUS, ORGANONITROGEN AND TRIAZINE PESTICIDES IN AQUEOUS SAMPLES ANALYZED BY HRGC/HRMS",""
"2301","281","HEPTACHLOR","HEPTACHLOR","INSECTICIDES","INSECTICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2429","DETERMINATION OF THE CONCENTRATIONS OF SELECTED ORGANOCHLORINE, ORGANOPHOSPHOROUS, ORGANONITROGEN AND TRIAZINE PESTICIDES IN AQUEOUS SAMPLES ANALYZED BY HRGC/HRMS",""
"2302","182","BETA-BENZENEHEXACHLORIDE OR GAMMA-HEXACHLOROCYCLOHEXANE","BÉTA-HEXACHLORURE DE BENZÈNE OU GAMMA-HEXACHLOROCYCLOHEXANE","ORGANOCHLORINE","ORGANOCHLORÉS","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2429","DETERMINATION OF THE CONCENTRATIONS OF SELECTED ORGANOCHLORINE, ORGANOPHOSPHOROUS, ORGANONITROGEN AND TRIAZINE PESTICIDES IN AQUEOUS SAMPLES ANALYZED BY HRGC/HRMS",""
"2303","2679","D-HEXACHLOROHEXANE (D-HCH)","D-HEXACHLOROHEXANE (D-HCH)","PESTICIDES","PESTICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2429","DETERMINATION OF THE CONCENTRATIONS OF SELECTED ORGANOCHLORINE, ORGANOPHOSPHOROUS, ORGANONITROGEN AND TRIAZINE PESTICIDES IN AQUEOUS SAMPLES ANALYZED BY HRGC/HRMS",""
"2304","5","CHLOROTHALONIL","CHLOROTHALONIL","ORGANOCHLORINE","ORGANOCHLORÉS","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2429","DETERMINATION OF THE CONCENTRATIONS OF SELECTED ORGANOCHLORINE, ORGANOPHOSPHOROUS, ORGANONITROGEN AND TRIAZINE PESTICIDES IN AQUEOUS SAMPLES ANALYZED BY HRGC/HRMS",""
"2305","4107","CHLORPYRIPHOS-METHYL","CHLORPYRIPHOS-MÉTHYLE","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2429","DETERMINATION OF THE CONCENTRATIONS OF SELECTED ORGANOCHLORINE, ORGANOPHOSPHOROUS, ORGANONITROGEN AND TRIAZINE PESTICIDES IN AQUEOUS SAMPLES ANALYZED BY HRGC/HRMS",""
"2306","177","ALDRIN","ALDRINE","INSECTICIDES","INSECTICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2429","DETERMINATION OF THE CONCENTRATIONS OF SELECTED ORGANOCHLORINE, ORGANOPHOSPHOROUS, ORGANONITROGEN AND TRIAZINE PESTICIDES IN AQUEOUS SAMPLES ANALYZED BY HRGC/HRMS",""
"2307","171","PARATHION METHYL","MÉTHYLPARATHION","INSECTICIDES","INSECTICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2429","DETERMINATION OF THE CONCENTRATIONS OF SELECTED ORGANOCHLORINE, ORGANOPHOSPHOROUS, ORGANONITROGEN AND TRIAZINE PESTICIDES IN AQUEOUS SAMPLES ANALYZED BY HRGC/HRMS",""
"2308","4105","AMETRYN","AMÉTRYNE","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2429","DETERMINATION OF THE CONCENTRATIONS OF SELECTED ORGANOCHLORINE, ORGANOPHOSPHOROUS, ORGANONITROGEN AND TRIAZINE PESTICIDES IN AQUEOUS SAMPLES ANALYZED BY HRGC/HRMS",""
"2310","150","METRIBUZIN","MÉTRIBUZINE","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2429","DETERMINATION OF THE CONCENTRATIONS OF SELECTED ORGANOCHLORINE, ORGANOPHOSPHOROUS, ORGANONITROGEN AND TRIAZINE PESTICIDES IN AQUEOUS SAMPLES ANALYZED BY HRGC/HRMS",""
"2311","130","DACTHAL","DACTHAL","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2429","DETERMINATION OF THE CONCENTRATIONS OF SELECTED ORGANOCHLORINE, ORGANOPHOSPHOROUS, ORGANONITROGEN AND TRIAZINE PESTICIDES IN AQUEOUS SAMPLES ANALYZED BY HRGC/HRMS",""
"2312","169","OCTACHLOROSTYRENE","OCTACHLOROSTYRÈNE","PESTICIDES","PESTICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2429","DETERMINATION OF THE CONCENTRATIONS OF SELECTED ORGANOCHLORINE, ORGANOPHOSPHOROUS, ORGANONITROGEN AND TRIAZINE PESTICIDES IN AQUEOUS SAMPLES ANALYZED BY HRGC/HRMS",""
"2313","170","CHLORPYRIPHOS OR DURSBAN","CHLORPYRIPHOS OU DURSBAN","INSECTICIDES","INSECTICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2429","DETERMINATION OF THE CONCENTRATIONS OF SELECTED ORGANOCHLORINE, ORGANOPHOSPHOROUS, ORGANONITROGEN AND TRIAZINE PESTICIDES IN AQUEOUS SAMPLES ANALYZED BY HRGC/HRMS",""
"2314","99","FENITROTHION","FÉNITROTHION","INSECTICIDES","INSECTICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2429","DETERMINATION OF THE CONCENTRATIONS OF SELECTED ORGANOCHLORINE, ORGANOPHOSPHOROUS, ORGANONITROGEN AND TRIAZINE PESTICIDES IN AQUEOUS SAMPLES ANALYZED BY HRGC/HRMS",""
"2315","98","MALATHION","MALATHION","INSECTICIDES","INSECTICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2429","DETERMINATION OF THE CONCENTRATIONS OF SELECTED ORGANOCHLORINE, ORGANOPHOSPHOROUS, ORGANONITROGEN AND TRIAZINE PESTICIDES IN AQUEOUS SAMPLES ANALYZED BY HRGC/HRMS",""
"2316","1047","OXYCHLORDANE","OXYCHLORDANE","PESTICIDES","PESTICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2429","DETERMINATION OF THE CONCENTRATIONS OF SELECTED ORGANOCHLORINE, ORGANOPHOSPHOROUS, ORGANONITROGEN AND TRIAZINE PESTICIDES IN AQUEOUS SAMPLES ANALYZED BY HRGC/HRMS",""
"2317","218","PARATHION ETHYL OR PARATHION","ÉTHYLE PARATHION OU PARATHION","INSECTICIDES","INSECTICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2429","DETERMINATION OF THE CONCENTRATIONS OF SELECTED ORGANOCHLORINE, ORGANOPHOSPHOROUS, ORGANONITROGEN AND TRIAZINE PESTICIDES IN AQUEOUS SAMPLES ANALYZED BY HRGC/HRMS",""
"2318","4108","CHLORPYRIPHOS-OXON","CHLORPYRIPHOS-OXON","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2429","DETERMINATION OF THE CONCENTRATIONS OF SELECTED ORGANOCHLORINE, ORGANOPHOSPHOROUS, ORGANONITROGEN AND TRIAZINE PESTICIDES IN AQUEOUS SAMPLES ANALYZED BY HRGC/HRMS",""
"2319","60","HEPTACHLOR EPOXIDE","ÉPOXYDE D'HEPTACHLORE","INSECTICIDES","INSECTICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2429","DETERMINATION OF THE CONCENTRATIONS OF SELECTED ORGANOCHLORINE, ORGANOPHOSPHOROUS, ORGANONITROGEN AND TRIAZINE PESTICIDES IN AQUEOUS SAMPLES ANALYZED BY HRGC/HRMS",""
"2320","3520","TRANS-CHLORDANE OR BETA-CHLORDANE","TRANS-CHLORDANE OU BÉTA-CHLORDANE","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2429","DETERMINATION OF THE CONCENTRATIONS OF SELECTED ORGANOCHLORINE, ORGANOPHOSPHOROUS, ORGANONITROGEN AND TRIAZINE PESTICIDES IN AQUEOUS SAMPLES ANALYZED BY HRGC/HRMS",""
"2321","2852","TRANS-NONACHLOR","TRANS-NONACHLOR","PESTICIDES","PESTICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2429","DETERMINATION OF THE CONCENTRATIONS OF SELECTED ORGANOCHLORINE, ORGANOPHOSPHOROUS, ORGANONITROGEN AND TRIAZINE PESTICIDES IN AQUEOUS SAMPLES ANALYZED BY HRGC/HRMS",""
