CODE,DECIMALS,ABBREV,FULL_NAME,UNITS,NARR
1765,2,LI/T-MS,LITHIUM TOTAL - INT.,UG/L,"METALS IN WATER, TOTAL, ""IN-BOTTLE"" DIGESTION, ICP-MS:  The whole water sample collected in a HDPE or Teflon bottle , is de-capped in a Class 100 Workstation , acidified to 2%(v/v) HNO3 and recapped. The sample is ""in-bottle"" digested in a convection oven , set at 65 degrees C for 16 hours (overnight). The sample is cooled and introduced to an inductively coupled argon plasma- collision/reaction cell mass spectrometer ( CRC-ICP-MS ) by discrete sampling pnuematic nebulization. Each respective element is measured at a specific mass to charge ratio, m/z value expressed in amu (atomic mass units). Parameters analyzed in reaction gas [H2] mode, [Se(77)] only , in collision gas [He] mode include   [Al(27), As(75), B(11), Co(59), Cr(52), Cu(65), Fe(56), Mn(55), Ni(60) , Sr(86), Ti(47), V(51), and Zn(66)] and in normal mode include  [Ag(107), Ba(135), Be(9), Bi(209), Cd(111), Ce(140), Cs(133) , Ga(71), La(139), Li(7), Mo(98),  Nb(93), Pb(208), Pd(106), Pt(195), Rb(85), Sb (121), Sn(120), Tl(205), U(238), W(184), Y(89)].  NLET , Burlington, Method 02-2004.  Requested June 2011."
1766,2,MN/T-MS,MANGANESE TOTAL - INT.,UG/L,"METALS IN WATER, TOTAL, ""IN-BOTTLE"" DIGESTION, ICP-MS:  The whole water sample collected in a HDPE or Teflon bottle , is de-capped in a Class 100 Workstation , acidified to 2%(v/v) HNO3 and recapped. The sample is ""in-bottle"" digested in a convection oven , set at 65 degrees C for 16 hours (overnight). The sample is cooled and introduced to an inductively coupled argon plasma- collision/reaction cell mass spectrometer ( CRC-ICP-MS ) by discrete sampling pnuematic nebulization. Each respective element is measured at a specific mass to charge ratio, m/z value expressed in amu (atomic mass units). Parameters analyzed in reaction gas [H2] mode, [Se(77)] only , in collision gas [He] mode include   [Al(27), As(75), B(11), Co(59), Cr(52), Cu(65), Fe(56), Mn(55), Ni(60) , Sr(86), Ti(47), V(51), and Zn(66)] and in normal mode include  [Ag(107), Ba(135), Be(9), Bi(209), Cd(111), Ce(140), Cs(133) , Ga(71), La(139), Li(7), Mo(98),  Nb(93), Pb(208), Pd(106), Pt(195), Rb(85), Sb (121), Sn(120), Tl(205), U(238), W(184), Y(89)].  NLET , Burlington, Method 02-2004.  Requested June 2011."
1767,3,MO/T-MS,MOLYBDENUM TOTAL - INT.,UG/L,"METALS IN WATER, TOTAL, ""IN-BOTTLE"" DIGESTION, ICP-MS:  The whole water sample collected in a HDPE or Teflon bottle , is de-capped in a Class 100 Workstation , acidified to 2%(v/v) HNO3 and recapped. The sample is ""in-bottle"" digested in a convection oven , set at 65 degrees C for 16 hours (overnight). The sample is cooled and introduced to an inductively coupled argon plasma- collision/reaction cell mass spectrometer ( CRC-ICP-MS ) by discrete sampling pnuematic nebulization. Each respective element is measured at a specific mass to charge ratio, m/z value expressed in amu (atomic mass units). Parameters analyzed in reaction gas [H2] mode, [Se(77)] only , in collision gas [He] mode include   [Al(27), As(75), B(11), Co(59), Cr(52), Cu(65), Fe(56), Mn(55), Ni(60) , Sr(86), Ti(47), V(51), and Zn(66)] and in normal mode include  [Ag(107), Ba(135), Be(9), Bi(209), Cd(111), Ce(140), Cs(133) , Ga(71), La(139), Li(7), Mo(98),  Nb(93), Pb(208), Pd(106), Pt(195), Rb(85), Sb (121), Sn(120), Tl(205), U(238), W(184), Y(89)].  NLET , Burlington, Method 02-2004.  Requested June 2011."
1768,3,NB/T-MS,NIOBIUM TOTAL - INT.,UG/L,"METALS IN WATER, TOTAL, ""IN-BOTTLE"" DIGESTION, ICP-MS:  The whole water sample collected in a HDPE or Teflon bottle , is de-capped in a Class 100 Workstation , acidified to 2%(v/v) HNO3 and recapped. The sample is ""in-bottle"" digested in a convection oven , set at 65 degrees C for 16 hours (overnight). The sample is cooled and introduced to an inductively coupled argon plasma- collision/reaction cell mass spectrometer ( CRC-ICP-MS ) by discrete sampling pnuematic nebulization. Each respective element is measured at a specific mass to charge ratio, m/z value expressed in amu (atomic mass units). Parameters analyzed in reaction gas [H2] mode, [Se(77)] only , in collision gas [He] mode include   [Al(27), As(75), B(11), Co(59), Cr(52), Cu(65), Fe(56), Mn(55), Ni(60) , Sr(86), Ti(47), V(51), and Zn(66)] and in normal mode include  [Ag(107), Ba(135), Be(9), Bi(209), Cd(111), Ce(140), Cs(133) , Ga(71), La(139), Li(7), Mo(98),  Nb(93), Pb(208), Pd(106), Pt(195), Rb(85), Sb (121), Sn(120), Tl(205), U(238), W(184), Y(89)].  NLET , Burlington, Method 02-2004.  Requested June 2011."
1769,2,NI/T-MS,NICKEL TOTAL - INT.,UG/L,"METALS IN WATER, TOTAL, ""IN-BOTTLE"" DIGESTION, ICP-MS:  The whole water sample collected in a HDPE or Teflon bottle , is de-capped in a Class 100 Workstation , acidified to 2%(v/v) HNO3 and recapped. The sample is ""in-bottle"" digested in a convection oven , set at 65 degrees C for 16 hours (overnight). The sample is cooled and introduced to an inductively coupled argon plasma- collision/reaction cell mass spectrometer ( CRC-ICP-MS ) by discrete sampling pnuematic nebulization. Each respective element is measured at a specific mass to charge ratio, m/z value expressed in amu (atomic mass units). Parameters analyzed in reaction gas [H2] mode, [Se(77)] only , in collision gas [He] mode include   [Al(27), As(75), B(11), Co(59), Cr(52), Cu(65), Fe(56), Mn(55), Ni(60) , Sr(86), Ti(47), V(51), and Zn(66)] and in normal mode include  [Ag(107), Ba(135), Be(9), Bi(209), Cd(111), Ce(140), Cs(133) , Ga(71), La(139), Li(7), Mo(98),  Nb(93), Pb(208), Pd(106), Pt(195), Rb(85), Sb (121), Sn(120), Tl(205), U(238), W(184), Y(89)].  NLET , Burlington, Method 02-2004.  Requested June 2011."
1770,3,PB/T-MS,LEAD TOTAL - INT.,UG/L,"METALS IN WATER, TOTAL, ""IN-BOTTLE"" DIGESTION, ICP-MS:  The whole water sample collected in a HDPE or Teflon bottle , is de-capped in a Class 100 Workstation , acidified to 2%(v/v) HNO3 and recapped. The sample is ""in-bottle"" digested in a convection oven , set at 65 degrees C for 16 hours (overnight). The sample is cooled and introduced to an inductively coupled argon plasma- collision/reaction cell mass spectrometer ( CRC-ICP-MS ) by discrete sampling pnuematic nebulization. Each respective element is measured at a specific mass to charge ratio, m/z value expressed in amu (atomic mass units). Parameters analyzed in reaction gas [H2] mode, [Se(77)] only , in collision gas [He] mode include   [Al(27), As(75), B(11), Co(59), Cr(52), Cu(65), Fe(56), Mn(55), Ni(60) , Sr(86), Ti(47), V(51), and Zn(66)] and in normal mode include  [Ag(107), Ba(135), Be(9), Bi(209), Cd(111), Ce(140), Cs(133) , Ga(71), La(139), Li(7), Mo(98),  Nb(93), Pb(208), Pd(106), Pt(195), Rb(85), Sb (121), Sn(120), Tl(205), U(238), W(184), Y(89)].  NLET , Burlington, Method 02-2004.  Requested June 2011."
1771,3,PD/T-MS,PALLADIUM TOTAL - INT.,UG/L,"METALS IN WATER, TOTAL, ""IN-BOTTLE"" DIGESTION, ICP-MS:  The whole water sample collected in a HDPE or Teflon bottle , is de-capped in a Class 100 Workstation , acidified to 2%(v/v) HNO3 and recapped. The sample is ""in-bottle"" digested in a convection oven , set at 65 degrees C for 16 hours (overnight). The sample is cooled and introduced to an inductively coupled argon plasma- collision/reaction cell mass spectrometer ( CRC-ICP-MS ) by discrete sampling pnuematic nebulization. Each respective element is measured at a specific mass to charge ratio, m/z value expressed in amu (atomic mass units). Parameters analyzed in reaction gas [H2] mode, [Se(77)] only , in collision gas [He] mode include   [Al(27), As(75), B(11), Co(59), Cr(52), Cu(65), Fe(56), Mn(55), Ni(60) , Sr(86), Ti(47), V(51), and Zn(66)] and in normal mode include  [Ag(107), Ba(135), Be(9), Bi(209), Cd(111), Ce(140), Cs(133) , Ga(71), La(139), Li(7), Mo(98),  Nb(93), Pb(208), Pd(106), Pt(195), Rb(85), Sb (121), Sn(120), Tl(205), U(238), W(184), Y(89)].  NLET , Burlington, Method 02-2004.  Requested June 2011."
1772,3,PT/T-MS,PLATINUM TOTAL - INT.,UG/L,"METALS IN WATER, TOTAL, ""IN-BOTTLE"" DIGESTION, ICP-MS:  The whole water sample collected in a HDPE or Teflon bottle , is de-capped in a Class 100 Workstation , acidified to 2%(v/v) HNO3 and recapped. The sample is ""in-bottle"" digested in a convection oven , set at 65 degrees C for 16 hours (overnight). The sample is cooled and introduced to an inductively coupled argon plasma- collision/reaction cell mass spectrometer ( CRC-ICP-MS ) by discrete sampling pnuematic nebulization. Each respective element is measured at a specific mass to charge ratio, m/z value expressed in amu (atomic mass units). Parameters analyzed in reaction gas [H2] mode, [Se(77)] only , in collision gas [He] mode include   [Al(27), As(75), B(11), Co(59), Cr(52), Cu(65), Fe(56), Mn(55), Ni(60) , Sr(86), Ti(47), V(51), and Zn(66)] and in normal mode include  [Ag(107), Ba(135), Be(9), Bi(209), Cd(111), Ce(140), Cs(133) , Ga(71), La(139), Li(7), Mo(98),  Nb(93), Pb(208), Pd(106), Pt(195), Rb(85), Sb (121), Sn(120), Tl(205), U(238), W(184), Y(89)].  NLET , Burlington, Method 02-2004.  Requested June 2011."
1773,3,RB/T-MS,RUBIDIUM TOTAL - INT.,UG/L,"METALS IN WATER, TOTAL, ""IN-BOTTLE"" DIGESTION, ICP-MS:  The whole water sample collected in a HDPE or Teflon bottle , is de-capped in a Class 100 Workstation , acidified to 2%(v/v) HNO3 and recapped. The sample is ""in-bottle"" digested in a convection oven , set at 65 degrees C for 16 hours (overnight). The sample is cooled and introduced to an inductively coupled argon plasma- collision/reaction cell mass spectrometer ( CRC-ICP-MS ) by discrete sampling pnuematic nebulization. Each respective element is measured at a specific mass to charge ratio, m/z value expressed in amu (atomic mass units). Parameters analyzed in reaction gas [H2] mode, [Se(77)] only , in collision gas [He] mode include   [Al(27), As(75), B(11), Co(59), Cr(52), Cu(65), Fe(56), Mn(55), Ni(60) , Sr(86), Ti(47), V(51), and Zn(66)] and in normal mode include  [Ag(107), Ba(135), Be(9), Bi(209), Cd(111), Ce(140), Cs(133) , Ga(71), La(139), Li(7), Mo(98),  Nb(93), Pb(208), Pd(106), Pt(195), Rb(85), Sb (121), Sn(120), Tl(205), U(238), W(184), Y(89)].  NLET , Burlington, Method 02-2004.  Requested June 2011."
1774,3,SB/T-MS,ANTIMONY TOTAL - INT.,UG/L,"METALS IN WATER, TOTAL, ""IN-BOTTLE"" DIGESTION, ICP-MS:  The whole water sample collected in a HDPE or Teflon bottle , is de-capped in a Class 100 Workstation , acidified to 2%(v/v) HNO3 and recapped. The sample is ""in-bottle"" digested in a convection oven , set at 65 degrees C for 16 hours (overnight). The sample is cooled and introduced to an inductively coupled argon plasma- collision/reaction cell mass spectrometer ( CRC-ICP-MS ) by discrete sampling pnuematic nebulization. Each respective element is measured at a specific mass to charge ratio, m/z value expressed in amu (atomic mass units). Parameters analyzed in reaction gas [H2] mode, [Se(77)] only , in collision gas [He] mode include   [Al(27), As(75), B(11), Co(59), Cr(52), Cu(65), Fe(56), Mn(55), Ni(60) , Sr(86), Ti(47), V(51), and Zn(66)] and in normal mode include  [Ag(107), Ba(135), Be(9), Bi(209), Cd(111), Ce(140), Cs(133) , Ga(71), La(139), Li(7), Mo(98),  Nb(93), Pb(208), Pd(106), Pt(195), Rb(85), Sb (121), Sn(120), Tl(205), U(238), W(184), Y(89)].  NLET , Burlington, Method 02-2004.  Requested June 2011."
1775,2,SE/T-MS,SELENIUM TOTAL - INT.,UG/L,"METALS IN WATER, TOTAL, ""IN-BOTTLE"" DIGESTION, ICP-MS:  The whole water sample collected in a HDPE or Teflon bottle , is de-capped in a Class 100 Workstation , acidified to 2%(v/v) HNO3 and recapped. The sample is ""in-bottle"" digested in a convection oven , set at 65 degrees C for 16 hours (overnight). The sample is cooled and introduced to an inductively coupled argon plasma- collision/reaction cell mass spectrometer ( CRC-ICP-MS ) by discrete sampling pnuematic nebulization. Each respective element is measured at a specific mass to charge ratio, m/z value expressed in amu (atomic mass units). Parameters analyzed in reaction gas [H2] mode, [Se(77)] only , in collision gas [He] mode include   [Al(27), As(75), B(11), Co(59), Cr(52), Cu(65), Fe(56), Mn(55), Ni(60) , Sr(86), Ti(47), V(51), and Zn(66)] and in normal mode include  [Ag(107), Ba(135), Be(9), Bi(209), Cd(111), Ce(140), Cs(133) , Ga(71), La(139), Li(7), Mo(98),  Nb(93), Pb(208), Pd(106), Pt(195), Rb(85), Sb (121), Sn(120), Tl(205), U(238), W(184), Y(89)].  NLET , Burlington, Method 02-2004.  Requested June 2011."
1776,3,SN/T-MS,TIN TOTAL - INT.,UG/L,"METALS IN WATER, TOTAL, ""IN-BOTTLE"" DIGESTION, ICP-MS:  The whole water sample collected in a HDPE or Teflon bottle , is de-capped in a Class 100 Workstation , acidified to 2%(v/v) HNO3 and recapped. The sample is ""in-bottle"" digested in a convection oven , set at 65 degrees C for 16 hours (overnight). The sample is cooled and introduced to an inductively coupled argon plasma- collision/reaction cell mass spectrometer ( CRC-ICP-MS ) by discrete sampling pnuematic nebulization. Each respective element is measured at a specific mass to charge ratio, m/z value expressed in amu (atomic mass units). Parameters analyzed in reaction gas [H2] mode, [Se(77)] only , in collision gas [He] mode include   [Al(27), As(75), B(11), Co(59), Cr(52), Cu(65), Fe(56), Mn(55), Ni(60) , Sr(86), Ti(47), V(51), and Zn(66)] and in normal mode include  [Ag(107), Ba(135), Be(9), Bi(209), Cd(111), Ce(140), Cs(133) , Ga(71), La(139), Li(7), Mo(98),  Nb(93), Pb(208), Pd(106), Pt(195), Rb(85), Sb (121), Sn(120), Tl(205), U(238), W(184), Y(89)].  NLET , Burlington, Method 02-2004.  Requested June 2011."
1777,2,SR/T-MS,STRONTIUM TOTAL - INT.,UG/L,"METALS IN WATER, TOTAL, ""IN-BOTTLE"" DIGESTION, ICP-MS:  The whole water sample collected in a HDPE or Teflon bottle , is de-capped in a Class 100 Workstation , acidified to 2%(v/v) HNO3 and recapped. The sample is ""in-bottle"" digested in a convection oven , set at 65 degrees C for 16 hours (overnight). The sample is cooled and introduced to an inductively coupled argon plasma- collision/reaction cell mass spectrometer ( CRC-ICP-MS ) by discrete sampling pnuematic nebulization. Each respective element is measured at a specific mass to charge ratio, m/z value expressed in amu (atomic mass units). Parameters analyzed in reaction gas [H2] mode, [Se(77)] only , in collision gas [He] mode include   [Al(27), As(75), B(11), Co(59), Cr(52), Cu(65), Fe(56), Mn(55), Ni(60) , Sr(86), Ti(47), V(51), and Zn(66)] and in normal mode include  [Ag(107), Ba(135), Be(9), Bi(209), Cd(111), Ce(140), Cs(133) , Ga(71), La(139), Li(7), Mo(98),  Nb(93), Pb(208), Pd(106), Pt(195), Rb(85), Sb (121), Sn(120), Tl(205), U(238), W(184), Y(89)].  NLET , Burlington, Method 02-2004.  Requested June 2011."
1778,1,TI/T-MS,TITANIUM TOTAL - INT.,UG/L,"METALS IN WATER, TOTAL, ""IN-BOTTLE"" DIGESTION, ICP-MS:  The whole water sample collected in a HDPE or Teflon bottle , is de-capped in a Class 100 Workstation , acidified to 2%(v/v) HNO3 and recapped. The sample is ""in-bottle"" digested in a convection oven , set at 65 degrees C for 16 hours (overnight). The sample is cooled and introduced to an inductively coupled argon plasma- collision/reaction cell mass spectrometer ( CRC-ICP-MS ) by discrete sampling pnuematic nebulization. Each respective element is measured at a specific mass to charge ratio, m/z value expressed in amu (atomic mass units). Parameters analyzed in reaction gas [H2] mode, [Se(77)] only , in collision gas [He] mode include   [Al(27), As(75), B(11), Co(59), Cr(52), Cu(65), Fe(56), Mn(55), Ni(60) , Sr(86), Ti(47), V(51), and Zn(66)] and in normal mode include  [Ag(107), Ba(135), Be(9), Bi(209), Cd(111), Ce(140), Cs(133) , Ga(71), La(139), Li(7), Mo(98),  Nb(93), Pb(208), Pd(106), Pt(195), Rb(85), Sb (121), Sn(120), Tl(205), U(238), W(184), Y(89)].  NLET , Burlington, Method 02-2004.  Requested June 2011."
1779,3,TH/T-MS,THALLIUM TOTAL - INT.,UG/L,"METALS IN WATER, TOTAL, ""IN-BOTTLE"" DIGESTION, ICP-MS:  The whole water sample collected in a HDPE or Teflon bottle , is de-capped in a Class 100 Workstation , acidified to 2%(v/v) HNO3 and recapped. The sample is ""in-bottle"" digested in a convection oven , set at 65 degrees C for 16 hours (overnight). The sample is cooled and introduced to an inductively coupled argon plasma- collision/reaction cell mass spectrometer ( CRC-ICP-MS ) by discrete sampling pnuematic nebulization. Each respective element is measured at a specific mass to charge ratio, m/z value expressed in amu (atomic mass units). Parameters analyzed in reaction gas [H2] mode, [Se(77)] only , in collision gas [He] mode include   [Al(27), As(75), B(11), Co(59), Cr(52), Cu(65), Fe(56), Mn(55), Ni(60) , Sr(86), Ti(47), V(51), and Zn(66)] and in normal mode include  [Ag(107), Ba(135), Be(9), Bi(209), Cd(111), Ce(140), Cs(133) , Ga(71), La(139), Li(7), Mo(98),  Nb(93), Pb(208), Pd(106), Pt(195), Rb(85), Sb (121), Sn(120), Tl(205), U(238), W(184), Y(89)].  NLET , Burlington, Method 02-2004.  Requested June 2011."
1780,4,U/T-MS,URANIUM TOTAL - INT.,UG/L,"METALS IN WATER, TOTAL, ""IN-BOTTLE"" DIGESTION, ICP-MS:  The whole water sample collected in a HDPE or Teflon bottle , is de-capped in a Class 100 Workstation , acidified to 2%(v/v) HNO3 and recapped. The sample is ""in-bottle"" digested in a convection oven , set at 65 degrees C for 16 hours (overnight). The sample is cooled and introduced to an inductively coupled argon plasma- collision/reaction cell mass spectrometer ( CRC-ICP-MS ) by discrete sampling pnuematic nebulization. Each respective element is measured at a specific mass to charge ratio, m/z value expressed in amu (atomic mass units). Parameters analyzed in reaction gas [H2] mode, [Se(77)] only , in collision gas [He] mode include   [Al(27), As(75), B(11), Co(59), Cr(52), Cu(65), Fe(56), Mn(55), Ni(60) , Sr(86), Ti(47), V(51), and Zn(66)] and in normal mode include  [Ag(107), Ba(135), Be(9), Bi(209), Cd(111), Ce(140), Cs(133) , Ga(71), La(139), Li(7), Mo(98),  Nb(93), Pb(208), Pd(106), Pt(195), Rb(85), Sb (121), Sn(120), Tl(205), U(238), W(184), Y(89)].  NLET , Burlington, Method 02-2004.  Requested June 2011."
1781,3,V/T-MS,VANADIUM TOTAL - INT.,UG/L,"METALS IN WATER, TOTAL, ""IN-BOTTLE"" DIGESTION, ICP-MS:  The whole water sample collected in a HDPE or Teflon bottle , is de-capped in a Class 100 Workstation , acidified to 2%(v/v) HNO3 and recapped. The sample is ""in-bottle"" digested in a convection oven , set at 65 degrees C for 16 hours (overnight). The sample is cooled and introduced to an inductively coupled argon plasma- collision/reaction cell mass spectrometer ( CRC-ICP-MS ) by discrete sampling pnuematic nebulization. Each respective element is measured at a specific mass to charge ratio, m/z value expressed in amu (atomic mass units). Parameters analyzed in reaction gas [H2] mode, [Se(77)] only , in collision gas [He] mode include   [Al(27), As(75), B(11), Co(59), Cr(52), Cu(65), Fe(56), Mn(55), Ni(60) , Sr(86), Ti(47), V(51), and Zn(66)] and in normal mode include  [Ag(107), Ba(135), Be(9), Bi(209), Cd(111), Ce(140), Cs(133) , Ga(71), La(139), Li(7), Mo(98),  Nb(93), Pb(208), Pd(106), Pt(195), Rb(85), Sb (121), Sn(120), Tl(205), U(238), W(184), Y(89)].  NLET , Burlington, Method 02-2004.  Requested June 2011."
1782,3,W/T-MS,TUNGSTEN TOTAL - INT.,UG/L,"METALS IN WATER, TOTAL, ""IN-BOTTLE"" DIGESTION, ICP-MS:  The whole water sample collected in a HDPE or Teflon bottle , is de-capped in a Class 100 Workstation , acidified to 2%(v/v) HNO3 and recapped. The sample is ""in-bottle"" digested in a convection oven , set at 65 degrees C for 16 hours (overnight). The sample is cooled and introduced to an inductively coupled argon plasma- collision/reaction cell mass spectrometer ( CRC-ICP-MS ) by discrete sampling pnuematic nebulization. Each respective element is measured at a specific mass to charge ratio, m/z value expressed in amu (atomic mass units). Parameters analyzed in reaction gas [H2] mode, [Se(77)] only , in collision gas [He] mode include   [Al(27), As(75), B(11), Co(59), Cr(52), Cu(65), Fe(56), Mn(55), Ni(60) , Sr(86), Ti(47), V(51), and Zn(66)] and in normal mode include  [Ag(107), Ba(135), Be(9), Bi(209), Cd(111), Ce(140), Cs(133) , Ga(71), La(139), Li(7), Mo(98),  Nb(93), Pb(208), Pd(106), Pt(195), Rb(85), Sb (121), Sn(120), Tl(205), U(238), W(184), Y(89)].  NLET , Burlington, Method 02-2004.  Requested June 2011."
1783,3,Y/T-MS,YTTRIUM TOTAL - INT.,UG/L,"METALS IN WATER, TOTAL, ""IN-BOTTLE"" DIGESTION, ICP-MS:  The whole water sample collected in a HDPE or Teflon bottle , is de-capped in a Class 100 Workstation , acidified to 2%(v/v) HNO3 and recapped. The sample is ""in-bottle"" digested in a convection oven , set at 65 degrees C for 16 hours (overnight). The sample is cooled and introduced to an inductively coupled argon plasma- collision/reaction cell mass spectrometer ( CRC-ICP-MS ) by discrete sampling pnuematic nebulization. Each respective element is measured at a specific mass to charge ratio, m/z value expressed in amu (atomic mass units). Parameters analyzed in reaction gas [H2] mode, [Se(77)] only , in collision gas [He] mode include   [Al(27), As(75), B(11), Co(59), Cr(52), Cu(65), Fe(56), Mn(55), Ni(60) , Sr(86), Ti(47), V(51), and Zn(66)] and in normal mode include  [Ag(107), Ba(135), Be(9), Bi(209), Cd(111), Ce(140), Cs(133) , Ga(71), La(139), Li(7), Mo(98),  Nb(93), Pb(208), Pd(106), Pt(195), Rb(85), Sb (121), Sn(120), Tl(205), U(238), W(184), Y(89)].  NLET , Burlington, Method 02-2004.  Requested June 2011."
1784,1,ZN/T-MS,ZINC TOTAL - INT.,UG/L,"METALS IN WATER, TOTAL, ""IN-BOTTLE"" DIGESTION, ICP-MS:  The whole water sample collected in a HDPE or Teflon bottle , is de-capped in a Class 100 Workstation , acidified to 2%(v/v) HNO3 and recapped. The sample is ""in-bottle"" digested in a convection oven , set at 65 degrees C for 16 hours (overnight). The sample is cooled and introduced to an inductively coupled argon plasma- collision/reaction cell mass spectrometer ( CRC-ICP-MS ) by discrete sampling pnuematic nebulization. Each respective element is measured at a specific mass to charge ratio, m/z value expressed in amu (atomic mass units). Parameters analyzed in reaction gas [H2] mode, [Se(77)] only , in collision gas [He] mode include   [Al(27), As(75), B(11), Co(59), Cr(52), Cu(65), Fe(56), Mn(55), Ni(60) , Sr(86), Ti(47), V(51), and Zn(66)] and in normal mode include  [Ag(107), Ba(135), Be(9), Bi(209), Cd(111), Ce(140), Cs(133) , Ga(71), La(139), Li(7), Mo(98),  Nb(93), Pb(208), Pd(106), Pt(195), Rb(85), Sb (121), Sn(120), Tl(205), U(238), W(184), Y(89)].  NLET , Burlington, Method 02-2004.  Requested June 2011."
1785,3,AG/D-MS,SILVER DISSOLVED - INT.,UG/L,"METALS IN WATER, DISSOLVED, ""IN-BOTTLE"" DIGESTION, ICP-MS:  The whole water sample is filtered through a 0.45 micron cellulose acetate filter paper and the filtrate stored in a HDPE or Teflon bottle. The container is de-capped in a Class 100 Workstation, acidified to 2%(v/v) HNO3 and recapped. The sample is ""in-bottle"" digested in a convection oven , set at 65 degrees C for 16 hours (overnight). The sample is cooled and introduced to an inductively coupled argon plasma- collision/reaction cell mass spectrometer ( CRC-ICP-MS ) by discrete sampling pnuematic nebulization. Each respective element  is measured at a specific mass to charge ratio, m/z value expressed in amu(atomic mass units). Parameters analyzed in reaction gas [H2] mode, [Se(77)] only, in collision gas [He] mode include   [Al(27), As(75), B(11), Co(59), Cr(52), Cu(65), Fe(56), Mn(55), Ni (60), Sr(86), Ti(47), V(51), and Zn(66)] and in normal mode include  [Ag(107), Ba(135), Be(9), Bi(209), Cd(111), Ce(140), Cs(133), Ga (71), La(139), Li(7), Mo(98), Nb(93), Pb(208), Pd(106), Pt(195), Rb(85), Sb (121), Sn(120), Tl(205), U(238), W(184), Y(89)].  NLET, Burlington, Method 02-2004. Requested June 2011."
1786,1,AL/D-MS,ALUMINUM DISSOLVED - INT.,UG/L,"METALS IN WATER, DISSOLVED, ""IN-BOTTLE"" DIGESTION, ICP-MS:  The whole water sample is filtered through a 0.45 micron cellulose acetate filter paper and the filtrate stored in a HDPE or Teflon bottle. The container is de-capped in a Class 100 Workstation, acidified to 2%(v/v) HNO3 and recapped. The sample is ""in-bottle"" digested in a convection oven , set at 65 degrees C for 16 hours (overnight). The sample is cooled and introduced to an inductively coupled argon plasma- collision/reaction cell mass spectrometer ( CRC-ICP-MS ) by discrete sampling pnuematic nebulization. Each respective element  is measured at a specific mass to charge ratio, m/z value expressed in amu(atomic mass units). Parameters analyzed in reaction gas [H2] mode, [Se(77)] only, in collision gas [He] mode include   [Al(27), As(75), B(11), Co(59), Cr(52), Cu(65), Fe(56), Mn(55), Ni (60), Sr(86), Ti(47), V(51), and Zn(66)] and in normal mode include  [Ag(107), Ba(135), Be(9), Bi(209), Cd(111), Ce(140), Cs(133), Ga (71), La(139), Li(7), Mo(98), Nb(93), Pb(208), Pd(106), Pt(195), Rb(85), Sb (121), Sn(120), Tl(205), U(238), W(184), Y(89)].  NLET, Burlington, Method 02-2004. Requested June 2011."
1787,2,AS/D-MS,ARSENIC DISSOLVED - INT.,UG/L,"METALS IN WATER, DISSOLVED, ""IN-BOTTLE"" DIGESTION, ICP-MS:  The whole water sample is filtered through a 0.45 micron cellulose acetate filter paper and the filtrate stored in a HDPE or Teflon bottle. The container is de-capped in a Class 100 Workstation, acidified to 2%(v/v) HNO3 and recapped. The sample is ""in-bottle"" digested in a convection oven , set at 65 degrees C for 16 hours (overnight). The sample is cooled and introduced to an inductively coupled argon plasma- collision/reaction cell mass spectrometer ( CRC-ICP-MS ) by discrete sampling pnuematic nebulization. Each respective element  is measured at a specific mass to charge ratio, m/z value expressed in amu(atomic mass units). Parameters analyzed in reaction gas [H2] mode, [Se(77)] only, in collision gas [He] mode include   [Al(27), As(75), B(11), Co(59), Cr(52), Cu(65), Fe(56), Mn(55), Ni (60), Sr(86), Ti(47), V(51), and Zn(66)] and in normal mode include  [Ag(107), Ba(135), Be(9), Bi(209), Cd(111), Ce(140), Cs(133), Ga (71), La(139), Li(7), Mo(98), Nb(93), Pb(208), Pd(106), Pt(195), Rb(85), Sb (121), Sn(120), Tl(205), U(238), W(184), Y(89)].  NLET, Burlington, Method 02-2004. Requested June 2011."
1788,1,B/D-MS,BORON DISSOLVED - INT.,UG/L,"METALS IN WATER, DISSOLVED, ""IN-BOTTLE"" DIGESTION, ICP-MS:  The whole water sample is filtered through a 0.45 micron cellulose acetate filter paper and the filtrate stored in a HDPE or Teflon bottle. The container is de-capped in a Class 100 Workstation, acidified to 2%(v/v) HNO3 and recapped. The sample is ""in-bottle"" digested in a convection oven , set at 65 degrees C for 16 hours (overnight). The sample is cooled and introduced to an inductively coupled argon plasma- collision/reaction cell mass spectrometer ( CRC-ICP-MS ) by discrete sampling pnuematic nebulization. Each respective element  is measured at a specific mass to charge ratio, m/z value expressed in amu(atomic mass units). Parameters analyzed in reaction gas [H2] mode, [Se(77)] only, in collision gas [He] mode include   [Al(27), As(75), B(11), Co(59), Cr(52), Cu(65), Fe(56), Mn(55), Ni (60), Sr(86), Ti(47), V(51), and Zn(66)] and in normal mode include  [Ag(107), Ba(135), Be(9), Bi(209), Cd(111), Ce(140), Cs(133), Ga (71), La(139), Li(7), Mo(98), Nb(93), Pb(208), Pd(106), Pt(195), Rb(85), Sb (121), Sn(120), Tl(205), U(238), W(184), Y(89)].  NLET, Burlington, Method 02-2004. Requested June 2011."
